age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,X,Y
15,4,4,1,2,0,5,4,2,3,4,5,0,10,11,11,-1.8073740458623404,-5.382727476669847
15,4,4,2,2,0,4,3,1,1,1,5,2,15,15,15,-9.689504131591328,5.397787932159809
15,4,3,1,2,0,4,5,2,1,1,5,0,13,14,15,-9.624636005017638,0.2937940878947021
15,3,3,1,2,0,5,3,2,1,1,2,0,13,12,12,-7.88692612411081,-4.079435982969153
16,3,2,1,1,0,5,4,3,1,1,5,4,12,12,12,-0.5478721439990241,0.892201481673886
15,2,3,2,1,0,3,5,1,1,1,5,4,11,11,11,2.6901787181765386,-0.6267643410187761
15,4,3,1,3,0,5,4,3,1,1,4,0,14,14,14,-11.913612985361015,1.2426802318826604
16,4,4,2,3,0,2,4,3,1,1,5,4,13,13,13,-5.56783724329907,2.495298109271845
15,3,4,1,3,0,4,3,2,1,1,5,2,11,12,12,-3.5003993781523657,-1.86622211863966
15,2,2,1,1,0,4,3,1,1,1,2,8,14,13,12,4.9740384704840945,5.294938370609944
16,2,2,2,2,0,3,3,3,1,2,3,16,11,11,10,22.612334888394862,10.794088795605806
15,4,4,1,1,0,5,4,3,2,4,5,8,10,11,11,11.313310882507066,3.3926214933923147
15,4,4,1,2,0,4,3,3,1,1,5,0,14,15,15,-11.919252379674449,2.7200823488898296
15,2,2,1,1,0,5,4,1,1,1,1,0,9,10,10,-2.688761457010845,-9.475820533969436
16,2,2,2,2,1,4,3,3,2,2,5,14,10,11,11,19.39583157084154,9.565956438850481
15,4,3,1,2,0,5,2,2,1,1,5,4,10,11,11,0.7403797128265345,-1.5012100072202468
16,3,3,1,2,0,2,3,5,1,4,3,6,13,12,13,3.3265971582928184,4.628210680221973
16,4,3,1,4,0,4,2,2,1,1,2,2,17,17,17,-20.070634720702344,7.753505781378438
15,4,2,1,2,0,4,3,3,2,2,5,4,11,12,13,1.3660618686652544,0.5770633588866869
15,4,4,1,2,0,4,4,4,1,1,3,2,13,12,12,-4.302973572551308,2.227735450320334
16,2,2,3,2,0,4,3,3,2,3,4,0,14,13,13,-7.7840862586394035,-2.843411934012967
15,4,2,1,2,0,4,3,3,1,1,5,0,16,14,16,-13.325090755849631,2.4077066976706125
15,4,2,2,1,0,5,5,5,3,4,5,4,10,9,9,4.233235662892291,-7.240681413768005
15,4,4,1,1,0,3,3,4,2,3,5,0,13,12,12,-5.765640824486055,-3.8566744558400603
15,3,3,1,1,0,5,3,4,4,4,1,0,13,12,13,-10.224121330882165,-4.219280879382915
16,2,1,1,2,0,5,3,4,1,1,2,2,12,13,12,-5.554919676136852,-2.229357889622939
15,4,3,1,2,0,4,3,2,1,1,1,0,15,14,15,-11.287145013219549,3.180178910806162
15,4,4,1,2,0,3,2,2,1,1,5,8,15,15,16,-5.344076943423461,9.037037571995668
15,1,2,1,2,0,4,3,2,1,1,5,0,14,13,14,-10.653751820562771,-2.1561850970401615
16,4,2,1,2,0,4,2,3,1,1,5,2,16,15,16,-13.273971951232767,6.637258785581193
16,4,4,1,2,0,2,4,4,2,3,4,0,17,16,16,-18.066461257654275,5.293825519209605
16,1,1,4,1,0,5,5,5,5,5,5,0,10,10,16,-4.239315478310885,-7.180803936797933
16,1,2,1,2,0,4,4,3,1,1,1,0,13,13,10,-8.237773049780145,-4.298898292902145
16,4,3,1,3,0,3,4,4,2,4,4,0,14,13,13,-9.203300342260336,-2.3150614176584265
15,4,3,1,2,0,4,4,4,2,4,2,0,13,12,12,-8.344787851432276,-3.3511484664859443
16,4,3,3,2,0,5,4,3,1,2,1,2,16,15,16,-12.955657195343253,8.11284073364027
15,4,4,1,4,0,1,3,3,5,5,3,0,11,12,12,-7.583798775415391,-4.737675855312821
16,3,1,1,4,0,4,3,3,1,2,5,0,10,9,10,-1.5179460702375878,-9.82150493797809
15,2,2,2,2,0,4,1,3,1,3,4,0,11,10,11,-4.6999168358177625,-9.869771658539348
15,3,1,2,4,0,4,4,2,2,3,3,6,15,15,15,-8.7723269536266,10.193485198873683
16,3,1,2,4,0,4,3,2,1,1,5,2,13,11,11,-0.840354607742246,-4.31795885756889
15,4,2,1,4,0,3,3,3,1,1,3,0,11,9,10,-3.5005533369941064,-7.570672835795687
15,1,1,1,2,0,3,3,4,2,4,5,2,13,11,11,-1.0705552877432807,-4.908050888538672
16,3,1,1,1,0,5,3,2,2,2,5,0,13,13,14,-9.644529824149522,-1.4711063020169812
16,3,3,1,2,0,4,3,3,2,4,5,4,11,11,11,3.7146554473160944,-1.6313456812135734
15,4,3,1,2,0,4,3,3,2,3,5,0,11,11,11,-2.128193948528483,-5.348076362000882
15,4,0,2,4,0,3,4,3,1,1,1,0,12,11,11,-5.785586865254412,-5.964015629083324
16,2,2,1,4,0,5,2,3,1,3,3,1,13,13,13,-7.622993511026028,-2.8652514721936346
17,2,1,2,1,3,4,5,1,1,1,3,0,9,9,10,1.186256656181198,-12.0779952641198
16,3,4,1,2,0,2,4,3,1,2,3,14,12,11,11,22.03519949836637,6.364100499938089
15,2,3,1,1,0,3,2,2,1,3,3,0,11,11,12,-5.093311327767432,-6.661456919590863
15,2,3,1,3,0,5,3,2,1,2,5,2,10,9,9,0.030700997489488752,-5.871937229146404
15,3,2,1,2,0,4,4,4,1,1,5,4,12,11,11,0.8555662317691727,-0.6491889554080562
15,2,2,2,2,0,5,3,3,1,3,4,2,13,12,13,-4.622582183563004,-1.8168063661140301
15,1,1,1,2,0,4,3,2,2,3,4,2,13,12,12,-4.01148504112105,-2.9868735853764274
15,4,4,2,2,0,4,4,4,2,3,5,4,12,11,12,2.942295735523731,-2.2239007842362977
16,2,2,1,2,0,4,3,4,1,2,2,6,13,11,11,2.7013436184586728,2.905245429699353
15,4,2,1,3,0,5,3,3,1,3,1,4,15,15,15,-11.978892505846767,6.72002513202493
16,2,2,2,2,0,4,4,2,1,1,3,6,12,10,11,5.1361231441827,2.3052259792040046
16,4,4,1,2,0,4,1,3,3,5,5,6,9,9,10,8.335977472481547,-1.265872079538091
16,3,3,1,3,0,4,3,3,1,3,4,2,9,11,11,0.9155478817394727,-4.446575224912052
15,4,3,1,1,0,4,5,5,1,3,1,6,14,13,13,-0.17928916552678573,4.712246912524891
16,3,1,1,2,0,3,3,3,2,3,2,0,12,13,12,-8.159567055284441,-3.8777671987988973
16,4,2,2,2,0,5,3,3,1,1,1,2,13,14,14,-9.508473619946171,2.4590608189532834
15,2,2,1,4,0,4,3,4,1,1,4,2,11,12,12,-2.665041676284115,-3.3213529084813347
15,1,1,2,4,0,3,1,2,1,1,1,4,13,13,13,-2.1427620019250404,4.174726545023461
16,4,3,2,1,0,3,3,3,1,1,4,6,9,11,11,5.272648601413266,-0.8511967457423397
16,2,1,1,2,0,4,3,5,1,1,5,0,13,12,12,-7.595058947175286,-5.120105561405855
16,4,4,1,1,0,5,3,4,1,2,1,4,12,13,13,0.08621666475259747,2.7269094172149733
16,4,3,1,3,0,5,3,5,1,1,3,2,12,13,13,-3.765610659958991,0.24195344337779068
16,4,4,1,1,0,4,5,5,5,5,4,12,9,9,8,21.727341931555255,-1.0853055886851146
16,4,4,1,3,0,4,4,3,1,1,4,0,16,16,16,-15.327459858261927,6.25436127560141
15,4,4,1,1,0,5,3,3,1,1,5,2,12,13,12,-4.8670389476537,-0.7223326985895107
15,3,2,2,2,0,4,3,5,1,1,2,16,11,10,10,23.600683407948207,11.008611511484462
15,3,4,1,2,0,5,4,4,1,1,1,0,16,16,16,-14.819734689782882,6.046696510396401
15,3,3,1,4,0,4,3,3,1,1,4,10,10,10,10,11.659779459248707,7.193826970294387
15,2,2,1,4,0,5,1,2,1,1,3,4,10,10,10,2.585446612241531,-2.2494506789599926
16,3,3,1,3,0,5,3,3,1,1,5,4,13,14,14,-4.312734076183841,6.713863303650405
15,4,4,4,4,0,1,3,5,3,5,1,8,12,10,11,10.039421218194708,3.842836831476651
16,4,4,1,3,0,5,4,5,1,1,4,2,15,15,14,-12.490559476894761,6.139356943493638
15,4,4,1,1,0,5,5,3,1,1,4,4,13,14,14,-5.777861582507019,6.831391255122609
16,3,3,1,3,0,4,1,2,1,1,2,4,11,11,11,1.4166729108956004,-1.6242227824063948
16,2,2,1,2,1,3,1,2,1,1,5,12,8,10,10,17.065086187006575,6.356491635354294
15,4,2,1,1,0,3,5,2,1,1,3,10,18,17,18,-5.220481523394698,17.359930754805916
15,2,1,1,2,0,5,4,2,1,1,5,4,10,9,10,3.985675639556816,-5.321853414245032
16,4,4,1,2,0,5,4,4,1,2,5,6,16,14,14,-5.904425354398585,11.23583349816864
15,4,4,2,2,0,4,4,3,1,1,2,4,16,15,16,-9.307344305222628,11.556837213514902
16,3,3,2,1,0,5,4,2,1,1,5,6,14,14,15,-5.207776104661916,8.439487584880787
17,1,3,3,2,1,5,2,4,1,4,5,14,12,11,11,19.09353978831864,10.462057354035784
15,3,4,1,1,0,3,4,3,1,2,4,2,14,13,14,-7.600692762795521,3.4453933368578835
15,1,2,1,2,0,3,2,3,1,2,1,0,14,14,14,-11.869772462106228,-1.0493882715455485
15,2,2,1,4,0,5,5,4,1,2,5,6,14,13,13,-1.7190929817868192,7.458251843420573
16,2,4,2,2,0,4,2,2,1,2,5,2,14,12,13,-6.651870821470809,-0.27701043951247933
16,4,4,1,1,0,3,4,4,1,4,5,4,12,13,13,0.32728749431491405,1.247955646330368
16,2,2,1,2,0,5,4,4,1,1,5,0,12,11,11,-4.782384521932202,-6.430066053770028
15,3,4,1,1,0,5,5,5,3,2,5,2,9,9,9,3.8030572666392186,-7.544515891675285
15,3,4,1,2,0,5,3,2,1,1,1,0,10,11,11,-4.841430474192159,-7.305432912755289
19,0,1,1,2,2,3,4,2,1,1,5,0,9,10,11,-2.070073117115943,-10.822381199374346
16,4,4,1,1,0,3,5,5,2,5,4,8,14,14,15,1.726529598222315,11.468776522626072
16,2,3,2,3,0,3,2,3,2,2,1,4,13,12,13,0.8534302318263353,3.7661483308521464
15,3,4,2,3,0,4,2,2,2,2,5,0,10,11,12,-4.770251864799643,-4.854118622201832
18,2,1,1,2,3,5,4,5,1,3,5,10,10,9,8,16.374415202263275,-1.0145070281792647
17,2,1,3,1,0,3,2,2,1,2,5,8,11,10,11,10.715946159883314,3.2191471839711663
15,1,1,3,1,0,4,3,3,1,2,4,6,11,12,13,4.4067036313181775,3.858630430605817
17,2,2,1,1,0,3,4,4,1,3,5,2,13,12,12,-3.116752918391546,-3.1080196621683154
16,3,4,1,1,0,3,2,1,1,4,5,12,15,13,14,9.11496683622288,14.534712227459867
16,2,1,4,1,0,3,2,1,1,1,2,4,9,9,11,4.798221832181631,-5.389538895456417
16,2,2,1,1,1,5,3,4,1,1,5,12,13,11,11,13.997891457119108,10.787373536256903
15,3,4,4,2,0,5,3,3,1,1,5,2,12,11,11,-4.692415316644459,-2.982332039739409
15,4,4,1,3,0,4,3,3,1,1,5,4,13,14,15,-5.503544892829218,4.925016118015036
17,3,4,3,2,0,5,4,5,2,4,5,2,10,9,10,1.332998102824581,-7.694813924404208
16,1,1,4,2,0,5,1,3,1,1,3,0,14,13,13,-10.513895835559076,-1.9839231659382388
18,3,1,2,1,0,3,3,4,4,5,4,2,11,11,12,2.0518253035348275,-7.045709587607516
18,3,2,1,3,0,4,3,3,5,1,5,10,12,11,11,13.572373174179846,5.0153119501335075
16,1,1,2,1,0,3,3,3,1,2,1,8,12,11,11,6.127083025427943,2.848252305653631
16,3,3,2,1,0,4,3,2,1,1,5,4,9,9,10,4.859416057428037,-2.483063415131572
16,1,1,1,2,2,4,4,4,1,3,5,0,10,10,10,-0.14002282960520274,-11.656144950477072
15,4,4,2,1,0,4,3,2,1,1,5,6,13,14,14,-3.7955535865700427,5.9951446279587435
15,1,1,3,1,1,5,5,5,1,1,1,2,8,9,9,-0.3445135450576896,-13.266387623048962
15,4,3,2,4,0,2,2,2,1,1,3,6,9,11,11,4.405228503277675,-0.8597977535307187
15,3,3,1,2,0,1,3,2,2,3,1,24,9,8,9,33.374834885455655,15.857722567408059
16,4,4,1,3,0,5,3,3,1,3,5,0,15,13,13,-10.169538543550006,-0.9782301569630721
16,2,2,2,1,0,2,3,3,2,2,2,4,12,11,11,3.1643227463839687,-0.15840359171713722
15,4,4,1,3,0,4,2,2,1,1,5,2,13,13,13,-6.284471724446825,0.0805785982594344
16,1,1,1,1,0,3,4,4,3,3,1,4,10,11,11,5.639382358108206,-2.846112800807884
17,2,1,1,1,0,5,4,5,1,2,5,22,9,7,6,33.50582729769905,8.163065390868756
15,1,1,1,2,0,4,4,2,1,2,5,0,12,12,12,-5.116690605439068,-5.308102010033535
15,2,1,2,1,0,4,4,2,1,1,5,0,11,10,10,-3.734893158762726,-8.42261042434273
15,3,2,1,2,1,3,3,2,1,1,3,2,11,11,11,-1.7649407051146486,-3.9089365459019385
15,1,2,1,2,0,4,3,2,1,1,5,6,13,12,13,3.8057122585311354,6.539677603052276
15,1,2,1,2,0,2,3,4,2,4,1,6,11,11,11,5.642521148232604,0.7078885336428217
16,4,4,1,1,0,3,3,2,2,1,5,16,9,9,8,27.711227180784295,8.615934404750673
15,2,1,4,1,0,4,5,5,2,5,5,0,12,11,11,0.6516280678111371,-7.8458810787622015
18,1,1,1,1,2,2,3,5,2,5,4,0,11,9,0,3.8806587373640515,5.628474010232679
16,2,1,1,1,1,4,4,4,3,5,5,6,9,10,10,10.24861533251769,-4.447876834980534
15,3,3,2,3,0,4,2,1,2,3,3,2,13,13,13,-7.715809697474618,-0.3593181877090965
19,3,2,1,1,0,4,5,4,1,1,4,6,11,9,11,8.76042673111962,-1.5145561224681567
17,4,4,1,1,0,4,2,1,1,1,4,0,13,13,13,-8.292837811783212,-3.2382407984404353
15,2,3,1,2,0,4,4,4,1,1,1,0,7,8,8,1.1108523195136324,-14.360905492271478
17,1,2,1,1,3,2,2,2,3,3,5,14,9,8,10,21.348450702141132,8.912507948235612
18,1,1,3,1,3,5,2,5,1,5,4,6,11,10,11,11.207036922199979,-4.123036297661503
16,2,2,3,1,0,4,2,2,1,2,3,4,12,10,11,4.185840530465868,-0.5233408308342593
16,3,3,1,2,1,4,5,5,4,4,5,0,10,10,1,3.8861328579714685,5.642573179609645
16,1,2,2,1,2,4,4,5,3,5,5,0,9,8,10,3.3822960557296815,-10.418503065022291
17,2,1,2,1,1,3,3,2,2,2,5,8,8,8,9,18.62191674552424,-3.6198064156699097
17,3,2,2,2,2,4,4,4,1,4,3,4,7,6,8,12.448111963602985,-8.616693009143226
15,1,2,2,1,0,4,4,4,2,4,5,2,8,9,10,5.500113201202511,-7.489771883318272
16,1,3,1,1,1,5,3,3,1,4,2,2,9,8,8,1.980958873351976,-11.369169587576403
17,1,1,4,2,0,5,3,5,1,5,5,0,8,8,8,1.9832752999673242,-14.003482851081861
17,3,2,2,1,3,4,5,2,1,1,2,10,8,7,8,20.00593038592649,-3.8814354409790006
16,2,2,1,2,0,4,3,5,2,4,4,0,9,10,11,0.11674529864576833,-8.308628320356329
16,4,2,1,2,0,4,2,3,1,1,3,0,17,17,18,-17.995747278059678,7.137016551757173
16,2,2,1,2,0,5,1,5,1,1,4,0,12,12,13,-7.184335636413265,-4.520380984308029
16,4,4,1,2,0,4,4,2,1,1,3,0,16,16,17,-17.065808284077733,5.839764682314614
16,3,4,3,1,1,3,4,5,2,4,2,4,9,9,10,7.271285250490312,-6.286981973678771
16,1,0,2,2,0,4,3,2,1,1,3,0,16,17,18,-16.95251685940262,12.176374637678682
17,4,4,1,2,0,4,4,4,1,3,5,0,11,9,10,-2.032749567807393,-9.339430222138644
16,1,3,1,2,0,4,3,5,1,1,3,0,14,13,13,-10.465861738473361,-2.2100362381360763
16,3,3,2,2,0,4,4,5,1,1,4,0,14,14,15,-12.847558078416343,0.7741957493335941
17,4,3,2,2,0,4,4,4,4,4,4,0,10,11,11,-2.76086275456623,-6.375036342188793
16,2,2,2,2,0,3,4,4,1,4,5,0,13,12,14,-6.9084207509784274,-2.8192143404725316
17,3,3,1,2,0,4,3,4,1,4,4,4,11,9,10,5.717351705664171,-3.3466474516696474
16,4,2,1,1,0,4,3,3,3,4,3,8,10,9,11,13.804854677387242,0.2225045497556169
17,4,3,1,2,0,5,2,3,1,1,2,4,11,11,13,1.3938587469816874,0.4172728017941588
16,4,3,1,2,0,3,4,3,2,3,3,4,11,10,11,3.448907319408186,-2.1356799344854966
16,3,3,1,2,0,4,2,3,1,2,3,0,11,12,13,-5.620896046061024,-4.355888703985426
17,2,4,1,2,0,5,4,2,2,3,5,0,17,18,17,-20.50811657340928,6.628854128673518
17,3,3,1,2,0,5,3,3,2,3,1,32,14,13,14,34.85439202906604,25.15039318866137
16,3,2,1,2,0,1,2,2,1,2,1,8,14,15,16,-1.1065277077299498,14.679075640735249
17,3,3,1,2,0,4,3,4,2,3,4,6,11,13,14,2.9832509983785784,3.435060517209588
16,1,2,1,1,0,3,3,3,1,2,3,0,10,9,11,-3.6328288032185614,-9.365650928084602
16,2,1,1,2,0,4,2,3,1,2,5,0,13,14,16,-12.8681030101762,0.7890164463291292
17,3,3,1,2,0,3,3,3,1,3,3,10,12,13,14,7.037072540092517,10.658231088395164
17,1,2,1,2,0,3,1,3,1,5,3,6,9,9,10,10.68177865945102,-4.476212204626413
16,2,3,1,2,0,4,3,3,1,1,2,6,12,12,13,2.868156490379681,4.636119317095298
17,1,1,1,2,0,5,3,3,1,1,3,0,12,11,12,-6.4448832897216475,-4.314357452983525
17,1,2,2,2,0,4,4,4,4,5,5,16,10,11,12,21.452421430291363,14.204596463210015
16,3,3,1,1,0,4,3,2,3,4,5,0,11,10,10,-0.33117802817724595,-7.368770551935228
16,2,3,2,1,0,5,3,3,1,1,3,0,13,12,12,-8.322590391742821,-3.766847336675604
17,2,4,1,2,0,4,3,2,1,1,5,8,14,15,16,-5.471371540639394,12.774354177274748
17,4,4,1,1,0,5,2,3,1,2,5,4,13,13,14,-5.60783767726103,3.0219340453885963
16,3,3,3,1,0,3,3,4,3,5,3,16,10,11,12,21.668172159405156,18.85102853410289
17,4,4,2,1,1,4,2,4,2,3,2,30,14,15,16,31.006033440630336,27.67352853556318
16,4,4,1,2,0,4,5,2,1,2,3,0,11,10,11,-5.234971649600301,-6.683186352192714
16,4,3,1,2,0,4,3,5,1,5,2,2,14,14,15,-10.847246879295648,3.6644663133038273
16,2,3,1,2,0,4,4,3,1,3,4,4,11,12,12,1.5654521932641134,0.4214122469338017
17,1,1,1,2,0,4,4,4,1,3,1,0,14,15,15,-12.071484160932183,3.6756925878517985
17,2,2,1,1,0,5,3,2,1,2,3,21,13,13,13,25.654792429405344,18.340866234759574
16,2,2,2,4,0,5,3,5,1,1,5,6,13,13,13,-1.6195051644402392,7.447134830322337
17,3,4,1,3,1,4,4,3,3,4,5,14,8,9,8,24.575896637409688,4.910968405131548
16,3,1,1,2,0,2,3,3,2,2,4,2,11,11,12,0.7139010423181471,-3.1138074582016007
16,4,3,1,2,0,1,3,2,1,1,1,4,14,15,15,-6.9465472320054005,10.37967109713257
16,1,1,2,1,0,4,3,2,1,4,5,2,12,13,13,-3.21200453236598,0.3740736963706421
17,4,3,2,3,0,4,4,2,1,1,4,0,11,12,12,-5.998706133381151,-3.5083564716083955
19,3,3,1,4,0,4,3,3,1,2,3,4,12,12,12,1.0849331747910342,-1.1721337417675135
17,4,4,1,2,0,5,3,5,4,5,3,15,13,12,12,14.435456162981401,20.25158906936558
16,2,2,1,2,0,3,3,4,1,1,4,0,13,13,13,-7.92582839175747,-2.638454811144612
18,2,2,1,2,0,4,4,4,2,4,5,10,12,11,11,16.55520574057924,6.575912371376089
17,4,4,1,1,0,5,2,1,1,2,3,6,12,11,11,3.487541787597639,1.1235648322026468
17,3,2,2,2,0,4,4,4,1,3,1,2,14,16,15,-11.10359083309044,7.374888704046556
17,4,3,1,2,0,3,4,5,2,4,1,16,11,9,10,25.49679604016602,10.438346952541897
18,3,3,1,2,0,3,2,4,2,4,4,10,10,10,10,15.569172766555932,1.4044993229703135
17,2,3,2,1,0,3,3,3,1,4,3,4,12,13,13,1.7924121879557378,2.372172127715881
17,2,2,1,3,0,4,3,3,1,1,4,0,12,12,13,-5.753462054387279,-2.5691752711570968
17,2,1,2,2,0,4,2,5,1,2,5,0,11,10,11,-3.1923967183039887,-10.102376097947985
17,1,1,1,3,0,4,3,4,1,1,5,12,12,12,12,12.947556467072513,10.318550368606509
16,2,3,1,2,0,2,3,1,1,1,3,0,13,13,14,-10.377016245761904,-2.9452311695757856
18,2,2,2,2,3,3,3,3,5,5,4,9,10,9,10,17.945089901713075,-0.43149276140289305
16,4,4,1,3,0,5,3,2,1,1,5,4,15,16,16,-7.8605029691394686,8.015723477272063
18,3,1,1,2,0,5,3,3,1,1,4,4,8,8,8,8.087218914272437,-7.761186483708238
17,3,2,1,2,0,5,3,4,1,3,3,2,17,18,17,-16.31365601132936,12.76668696878317
17,2,3,1,2,0,5,3,3,1,3,3,0,10,11,11,-1.8994023796402755,-6.180181459660076
18,2,1,4,2,0,4,3,2,4,5,3,2,9,10,11,3.9999009700619603,-9.818802693386722
17,2,1,2,3,0,3,2,3,1,2,3,0,15,15,16,-14.448089847548715,3.4880999756201443
17,4,3,1,2,0,3,2,3,1,2,3,0,14,12,12,-7.907046938785433,-0.7617806701019028
17,2,2,2,2,0,4,5,2,1,1,1,0,12,13,13,-9.15756150162028,-2.951199339645341
17,4,4,1,2,0,4,5,5,1,3,2,0,13,13,13,-9.386623842987506,-2.602943525786979
16,4,4,1,2,0,4,2,4,2,4,1,0,13,13,14,-10.850311060397202,-1.862539267114959
16,1,1,2,2,0,3,4,2,1,1,5,2,9,9,9,4.429204268540948,-8.495172481668043
16,3,2,2,3,0,5,3,3,1,3,2,0,12,12,12,-7.417963191770927,-4.179111700971988
17,2,2,1,2,0,4,4,2,5,5,4,0,16,16,16,-15.903920062933755,3.6077573529156717
16,2,1,1,1,0,4,5,2,1,1,5,4,9,10,10,5.066972170996293,-5.048759722870889
16,4,1,1,2,0,5,3,3,1,2,5,0,14,13,13,-9.631877980866417,-1.3835003345741088
18,2,4,2,2,1,4,3,3,1,1,3,18,10,10,10,25.655436920808697,13.576356764631386
18,2,2,1,2,1,5,3,1,1,1,5,16,9,8,10,23.604567572893686,11.54948963384855
18,3,3,2,1,1,4,1,1,1,1,3,14,8,7,7,21.69144840099302,8.036775178784314
18,2,2,1,1,1,4,4,3,2,2,1,26,7,8,8,32.680545593354005,20.748662847557135
17,4,4,1,1,0,4,2,1,1,2,5,6,10,8,9,8.552648387967912,-0.23786817186442896
17,3,2,1,2,0,5,4,2,1,1,3,4,14,14,15,-6.204823842845894,9.055221770238733
17,1,1,1,3,0,4,3,2,1,2,4,10,11,10,10,14.28410343912933,5.889895725695312
16,1,2,1,1,0,5,3,5,1,2,5,4,12,11,11,2.362227512798126,-1.1587215886550972
17,2,1,3,2,0,2,1,1,1,1,3,2,13,13,13,-6.261020479704545,1.293648190247766
17,1,4,4,1,1,5,5,4,1,1,5,14,9,9,8,24.634576475793455,5.806492217543232
18,2,2,1,2,0,5,5,4,3,5,2,16,8,7,8,26.224362429689837,2.5009840531572665
17,2,2,1,1,1,3,1,2,1,1,1,8,11,9,10,9.728145836828824,2.2428803819888117
17,1,1,2,3,0,4,3,3,1,3,5,4,15,14,15,-6.835135159156779,6.677099182597013
17,4,2,1,2,0,4,3,2,1,1,4,4,15,14,14,-5.9656797351281785,8.167035424947226
17,4,3,2,2,0,2,5,5,1,4,5,8,15,15,15,-0.8603952038314171,15.350442869726313
17,4,4,2,2,0,3,3,3,2,3,4,0,12,12,12,-6.399354622466739,-1.1805699037247235
16,4,3,1,1,0,5,4,5,1,1,3,7,14,14,15,-3.009696659201377,9.946070782002664
16,4,4,1,1,0,5,3,2,1,2,5,4,14,15,15,-6.324936914565242,7.040909670374291
17,4,4,1,2,0,5,3,1,1,4,5,2,11,11,12,-0.747684414453834,-1.7327229921277467
17,1,1,2,3,0,4,3,3,1,1,1,2,13,14,15,-7.921541776486486,2.358367196554632
17,3,3,2,3,0,4,2,2,2,3,5,10,11,11,11,15.570366617729404,3.053885427110168
17,1,1,1,2,0,4,3,2,1,1,4,10,10,9,10,14.669502424895041,4.352541655526028
18,2,1,2,3,0,4,4,4,1,1,3,10,12,10,11,10.886324878167015,6.7260251861964315
16,2,1,3,1,0,4,3,3,1,1,4,7,15,16,16,-5.215969929212061,13.346840623148264
17,1,1,1,2,0,4,3,4,1,2,5,4,11,10,11,4.609718167110835,-3.4721862130261565
17,2,3,2,1,0,5,2,2,1,1,2,2,9,12,13,-4.698890642279584,-2.6644737363367845
